Category,Width,Height
Adult,45,126
Adult,70,197
Adult,81,141
Adult,27,68
Adult,33,86
Adult,52,125
Adult,48,169
Adult,35,123
Adult,140,366
Adult,73,148
Adult,53,165
Adult,80,240
Adult,45,121
Adult,39,109
Adult,85,249
Adult,43,109
Adult,109,377
Adult,27,84
Adult,36,75
Adult,73,180
Adult,52,154
Adult,33,126
Adult,80,212
Adult,46,130
Adult,41,98
Adult,40,122
Adult,49,139
Adult,76,227
Adult,75,166
Adult,32,76
Adult,48,91
Adult,31,99
Adult,28,78
Adult,110,265
Adult,114,229
Adult,42,79
Adult,38,91
Adult,28,94
Adult,102,236
Adult,115,218
Adult,58,160
Adult,44,167
Adult,80,210
Adult,81,220
Adult,25,65
Adult,73,251
Adult,24,67
Adult,140,310
Adult,20,66
Adult,29,121
Adult,55,150
Adult,71,160
Adult,33,101
Adult,32,105
Adult,117,300
Adult,33,114
Adult,39,107
Adult,73,173
Adult,34,80
Adult,53,189
Adult,59,101
Adult,28,79
Adult,67,221
Adult,52,151
Adult,28,116
Adult,41,150
Adult,28,108
Adult,34,90
Adult,160,460
Adult,84,155
Adult,59,177
Adult,48,93
Adult,31,116
Adult,49,147
Adult,44,130
Adult,124,275
Adult,76,280
Adult,31,74
Adult,48,124
Adult,36,111
Adult,40,130
Adult,51,148
Adult,28,85
Adult,36,114
Adult,72,212
Adult,63,106
Adult,53,135
Adult,166,445
Adult,61,156
Adult,117,261
Adult,19,77
Adult,33,82
Adult,84,247
Adult,94,288
Adult,78,159
Adult,36,90
Adult,59,203
Adult,36,107
Adult,32,67
Adult,52,139
Adult,45,112
Adult,47,103
Adult,38,103
Adult,20,83
Adult,82,213
Adult,47,133
Adult,154,487
Adult,36,112
Adult,28,85
Adult,40,117
Adult,45,100
Adult,37,102
Adult,56,118
Adult,64,182
Adult,142,290
Adult,100,216
Adult,32,88
Adult,84,195
Adult,68,172
Adult,66,159
Adult,158,381
Adult,40,144
Adult,119,373
Adult,31,83
Adult,73,171
Adult,53,126
Adult,47,126
Adult,53,94
Adult,42,89
Adult,32,93
Adult,94,252
Adult,87,269
Adult,27,89
Adult,40,128
Adult,28,77
Adult,30,94
Adult,54,105
Adult,51,94
Adult,48,117
Adult,37,109
Adult,33,99
Adult,64,166
Adult,36,115
Adult,45,89
Adult,58,147
Adult,28,70
Adult,39,123
Adult,40,96
Adult,23,103
Adult,27,92
Adult,182,499
Adult,29,87
Adult,26,82
Adult,34,118
Adult,59,99
Adult,96,234
Adult,59,135
Adult,56,155
Adult,173,306
Adult,64,121
Adult,63,113
Adult,122,281
Child,39,80
Adult,54,168
Adult,46,121
Adult,72,116
Adult,28,98
Adult,171,437
Adult,52,130
Adult,32,91
Adult,44,113
Adult,117,225
Adult,72,215
Adult,50,151
Adult,26,73
Adult,28,82
Adult,60,187
Adult,30,100
Adult,88,172
Adult,36,95
Adult,62,172
Adult,31,104
Adult,116,288
Adult,56,141
Adult,30,88
Adult,36,96
Adult,60,174
Adult,45,109
Adult,97,313
Adult,113,297
Adult,25,94
Adult,68,203
Adult,39,104
Adult,42,120
Adult,29,98
Adult,124,357
Adult,25,84
Adult,33,102
Adult,39,126
Adult,34,85
Adult,30,118
Adult,67,240
Adult,25,90
Adult,38,108
Adult,127,276
Adult,26,94
Adult,42,149
Adult,21,72
Adult,35,78
Adult,48,135
Adult,66,131
Adult,31,100
Adult,36,119
Adult,37,106
Adult,214,466
Adult,25,80
Adult,46,153
Adult,38,93
Adult,81,273
Adult,142,317
Adult,53,177
Adult,114,286
Adult,27,84
Adult,64,155
Adult,53,142
Adult,111,281
Adult,44,129
Adult,41,127
Adult,164,397
Adult,99,331
Adult,34,89
Adult,136,285
Adult,64,162
Adult,36,130
Adult,84,255
Adult,54,142
Adult,41,100
Adult,72,291
Adult,101,310
Adult,126,367
Adult,49,146
Adult,40,91
Adult,39,99
Adult,24,70
Adult,35,117
Adult,50,165
Adult,28,87
Adult,35,116
Adult,19,68
Adult,103,328
Adult,28,87
Adult,28,87
Adult,30,115
Adult,45,122
Adult,76,179
Adult,43,123
Adult,45,153
Adult,30,81
Adult,100,316
Adult,148,390
Adult,59,174
Adult,37,95
Adult,159,351
Adult,21,69
Adult,39,90
Adult,30,92
Adult,52,164
Adult,53,173
Adult,58,147
Adult,49,118
Adult,44,106
Adult,45,132
Adult,22,85
Adult,39,122
Adult,259,496
Adult,28,68
Adult,37,110
Adult,37,103
Adult,161,387
Adult,24,76
Adult,29,118
Adult,185,338
Adult,34,105
Adult,51,135
Adult,97,228
Adult,42,130
Adult,48,128
Adult,29,71
Adult,120,316
Adult,57,184
Adult,71,177
Adult,110,192
Adult,28,98
Adult,33,97
Adult,63,175
Adult,38,105
Adult,152,272
Adult,25,82
Adult,53,167
Adult,37,94
Adult,33,92
Adult,62,159
Adult,98,255
Adult,27,90
Adult,50,100
Adult,51,113
Adult,33,91
Adult,21,80
Adult,29,78
Adult,31,114
Adult,57,197
Adult,34,98
Adult,28,83
Adult,43,92
Adult,41,140
Adult,28,67
Adult,33,94
Adult,59,170
Adult,53,212
Adult,39,114
Adult,37,102
Adult,75,189
Adult,28,85
Adult,76,281
Adult,105,287
Adult,90,233
Adult,111,377
Adult,31,69
Adult,31,85
Adult,42,114
Adult,39,142
Adult,28,74
Adult,116,247
Adult,100,197
Adult,67,181
Adult,224,471
Adult,56,167
Adult,34,110
Adult,96,231
Adult,43,144
Adult,87,317
Adult,40,124
Adult,36,106
Adult,104,290
Adult,27,86
Adult,25,80
Adult,36,77
Adult,32,77
Adult,28,88
Adult,40,99
Adult,91,215
Adult,56,177
Adult,82,160
Adult,118,383
Adult,118,329
Adult,41,110
Adult,27,89
Adult,88,227
Adult,31,84
Adult,46,111
Adult,84,188
Adult,66,162
Adult,141,427
Adult,173,481
Adult,101,202
Adult,94,252
Adult,67,240
Adult,38,124
Adult,135,350
Adult,117,207
Adult,54,155
Adult,34,104
Adult,41,127
Adult,32,88
Adult,42,154
Adult,65,163
Adult,143,300
Adult,97,276
Adult,76,223
Adult,59,175
Adult,36,95
Adult,82,175
Adult,63,160
Adult,31,95
Adult,102,251
Adult,72,224
Adult,38,91
Adult,23,85
Adult,24,56
Adult,87,260
Adult,113,370
Adult,35,128
Adult,70,153
Adult,24,78
Adult,150,474
Adult,56,206
Adult,51,163
Adult,58,224
Adult,16,63
Adult,35,86
Adult,124,190
Adult,53,166
Adult,46,147
Adult,57,123
Adult,51,155
Adult,17,64
Adult,46,97
Adult,62,172
Adult,23,99
Adult,49,123
Adult,27,89
Adult,126,321
Adult,111,270
Adult,33,107
Adult,32,69
Adult,75,181
Adult,55,161
Adult,57,169
Adult,86,210
Adult,45,108
Adult,68,173
Adult,64,150
Adult,169,448
Adult,70,221
Adult,32,72
Adult,57,136
Adult,72,158
Adult,110,310
Adult,41,126
Adult,40,113
Adult,42,151
Adult,37,94
Adult,56,125
Adult,149,385
Adult,111,346
Adult,62,149
Adult,100,302
Adult,151,434
Adult,37,101
Adult,77,194
Adult,64,181
Adult,57,164
Adult,53,126
Adult,40,107
Adult,133,378
Adult,54,153
Adult,119,318
Adult,84,236
Adult,39,135
Adult,92,217
Adult,52,145
Adult,63,156
Adult,190,413
Adult,36,100
Adult,63,183
Adult,28,91
Adult,64,159
Adult,78,213
Adult,32,96
Adult,58,224
Adult,89,343
Adult,50,149
Adult,128,238
Adult,50,163
Adult,66,265
Adult,23,74
Adult,69,196
Adult,34,98
Adult,51,137
Adult,35,91
Adult,112,338
Adult,25,62
Adult,81,260
Adult,53,128
Adult,46,137
Adult,70,242
Adult,35,103
Adult,177,508
Adult,99,194
Adult,59,184
Adult,51,164
Adult,36,126
Adult,44,163
Adult,35,100
Adult,96,228
Adult,43,169
Adult,39,112
Adult,74,190
Adult,94,265
Adult,42,132
Adult,73,226
Adult,170,398
Adult,76,279
Adult,68,223
Adult,29,108
Adult,53,117
Adult,68,156
Adult,62,168
Adult,41,136
Adult,41,134
Adult,54,122
Adult,28,69
Adult,72,260
Adult,62,190
Adult,25,98
Adult,46,128
Adult,44,141
Adult,55,253
Adult,68,142
Adult,47,147
Adult,38,107
Adult,144,312
Adult,75,201
Adult,53,121
Adult,83,198
Adult,201,361
Adult,50,116
Adult,113,385
Adult,45,114
Adult,33,120
Adult,37,109
Adult,69,189
Adult,72,128
Adult,60,159
Adult,38,96
Adult,62,231
Adult,124,347
Adult,51,148
Adult,48,137
Adult,79,205
Adult,83,284
Adult,49,119
Adult,78,207
Adult,45,169
Adult,56,159
Adult,98,238
Adult,30,106
Adult,86,264
Adult,31,94
Adult,61,150
Adult,39,101
Adult,97,185
Adult,37,104
Adult,77,204
Adult,44,158
Adult,46,126
Adult,24,69
Adult,34,89
Adult,68,145
Adult,218,457
Adult,50,208
Adult,48,130
Adult,86,283
Adult,62,159
Adult,123,378
Adult,76,209
Adult,43,124
Adult,107,270
Adult,52,155
Adult,153,420
Adult,65,171
Adult,66,153
Adult,60,194
Adult,106,296
Adult,27,67
Adult,28,78
Adult,101,241
Adult,56,125
Adult,20,72
Adult,58,139
Adult,70,213
Adult,52,122
Adult,65,185
Adult,150,438
Adult,67,142
Adult,30,98
Adult,33,113
Adult,75,315
Adult,51,172
Adult,70,176
Adult,76,195
Adult,74,205
Adult,94,250
Adult,122,342
Adult,47,138
Adult,48,119
Adult,36,73
Adult,71,224
Adult,127,295
Adult,38,92
Adult,134,421
Adult,80,143
Adult,34,116
Adult,108,352
Adult,52,120
Adult,42,147
Adult,45,128
Adult,122,325
Adult,40,153
Adult,48,165
Adult,39,145
Adult,48,125
Adult,44,162
Adult,38,86
Adult,177,365
Adult,67,183
Adult,47,129
Adult,50,159
Adult,32,98
Adult,41,107
Adult,64,162
Adult,70,255
Adult,43,100
Adult,36,97
Adult,144,435
Adult,46,116
Adult,145,257
Adult,24,73
Adult,51,112
Adult,82,200
Adult,146,301
Adult,52,164
Adult,66,171
Adult,45,133
Adult,27,99
Adult,28,122
Adult,115,293
Adult,34,108
Adult,28,69
Adult,33,101
Adult,39,130
Adult,26,80
Adult,62,157
Adult,35,97
Adult,27,81
Adult,75,147
Adult,34,92
Adult,52,121
Adult,65,182
Adult,56,168
Adult,86,249
Adult,45,151
Adult,30,82
Adult,42,121
Adult,82,294
Adult,100,224
Adult,54,172
Adult,26,99
Adult,46,121
Adult,56,172
Adult,66,123
Adult,85,287
Adult,25,62
Adult,81,280
Adult,24,80
Adult,109,361
Adult,33,85
Adult,38,116
Adult,47,108
Adult,56,141
Adult,36,108
Adult,50,179
Adult,50,106
Adult,96,309
Adult,28,105
Adult,37,108
Adult,28,108
Adult,75,158
Adult,56,167
Adult,43,131
Adult,32,109
Adult,58,252
Adult,102,303
Adult,67,270
Adult,48,151
Adult,39,106
Adult,66,213
Adult,120,282
Adult,53,121
Adult,88,287
Adult,98,316
Adult,49,163
Adult,165,515
Adult,46,163
Adult,31,88
Adult,53,155
Adult,50,149
Adult,75,231
Adult,181,460
Adult,117,305
Adult,108,315
Adult,70,213
Adult,44,126
Adult,39,122
Adult,44,97
Adult,83,217
Adult,60,121
Adult,34,101
Adult,23,61
Adult,52,171
Adult,55,124
Adult,24,70
Adult,54,166
Adult,95,269
Adult,34,105
Adult,65,162
Adult,62,198
Adult,32,126
Adult,95,288
Adult,56,165
Adult,37,122
Adult,47,176
Adult,55,168
Adult,32,85
Adult,23,75
Adult,47,128
Adult,32,103
Adult,71,217
Adult,39,89
Adult,28,79
Adult,72,190
Adult,44,134
Adult,33,73
Adult,45,123
Adult,106,299
Adult,87,201
Adult,109,295
Adult,44,128
Adult,141,264
Adult,53,166
Adult,51,140
Adult,32,103
Adult,34,112
Adult,90,295
Adult,54,133
Adult,66,128
Adult,53,114
Adult,46,106
Adult,75,219
Adult,56,208
Adult,88,253
Adult,103,361
Adult,46,164
Adult,63,183
Adult,57,141
Adult,28,82
Adult,26,91
Adult,70,217
Adult,87,263
Adult,52,169
Adult,110,322
Adult,90,156
Adult,39,105
Adult,40,110
Adult,50,142
Adult,38,108
Adult,72,210
Adult,21,79
Adult,24,79
Adult,48,139
Adult,54,164
Adult,41,124
Adult,46,144
Adult,54,197
Adult,31,77
Adult,41,132
Adult,83,247
Adult,48,160
Adult,49,188
Adult,64,174
Adult,40,146
Adult,26,114
Adult,29,86
Adult,57,166
Adult,42,106
Adult,146,310
Adult,93,257
Adult,84,300
Adult,58,145
Adult,57,134
Adult,19,77
Adult,93,285
Adult,93,243
Adult,112,269
Adult,111,315
Adult,133,435
Adult,42,117
Adult,44,121
Adult,51,142
Adult,46,122
Adult,129,380
Adult,88,227
Adult,53,146
Adult,163,357
Adult,34,101
Adult,50,129
Adult,213,340
Adult,45,183
Adult,25,82
Adult,58,181
Adult,44,135
Adult,86,270
Adult,48,106
Adult,40,133
Adult,30,86
Adult,119,405
Adult,18,54
Adult,58,197
Adult,37,83
Adult,52,130
Adult,59,142
Adult,45,107
Adult,90,258
Adult,76,234
Adult,135,383
Adult,44,105
Adult,48,156
Adult,160,454
Adult,76,205
Adult,73,180
Adult,42,113
Adult,103,283
Adult,50,137
Child,111,222
Adult,56,146
Adult,40,131
Adult,61,204
Adult,40,102
Adult,41,112
Adult,30,84
Adult,130,462
Adult,69,235
Adult,25,101
Adult,48,139
Adult,46,135
Adult,110,361
Adult,44,169
Adult,128,237
Adult,46,135
Adult,31,105
Adult,35,103
Adult,45,119
Adult,30,104
Adult,135,245
Adult,20,64
Adult,40,127
Adult,81,176
Adult,51,169
Adult,61,216
Adult,24,71
Adult,91,281
Adult,109,404
Adult,122,348
Adult,66,140
Adult,60,151
Adult,127,303
Adult,66,164
Adult,59,210
Adult,58,134
Adult,33,98
Adult,98,225
Adult,156,418
Adult,56,124
Adult,66,160
Adult,40,82
Adult,35,120
Adult,68,196
Adult,65,180
Adult,56,151
Adult,38,113
Adult,21,53
Adult,37,111
Adult,40,127
Adult,72,119
Adult,103,332
Adult,57,137
Adult,35,104
Adult,40,151
Adult,94,221
Adult,82,209
Adult,24,82
Adult,93,284
Adult,32,83
Adult,42,140
Adult,83,198
Adult,24,61
Adult,117,353
Adult,36,98
Adult,118,345
Adult,34,81
Adult,30,90
Adult,27,64
Adult,86,197
Adult,176,295
Adult,65,171
Adult,50,144
Adult,71,201
Adult,110,292
Adult,64,153
Adult,24,72
Adult,129,310
Adult,163,483
Adult,160,395
Adult,153,330
Adult,33,82
Adult,28,79
Adult,41,98
Adult,28,68
Adult,37,147
Adult,72,162
Adult,48,170
Adult,38,76
Adult,80,266
Adult,43,128
Adult,45,109
Adult,73,213
Adult,55,179
Adult,43,98
Adult,47,130
Adult,48,173
Adult,58,131
Adult,51,171
Adult,27,73
Adult,54,148
Adult,155,481
Adult,96,346
Adult,151,242
Adult,63,130
Adult,75,217
Adult,75,235
Adult,30,88
Adult,64,189
Adult,32,87
Adult,136,296
Adult,41,109
Adult,52,113
Adult,28,75
Adult,41,111
Adult,40,98
Adult,39,97
Adult,162,490
Adult,59,202
Adult,182,393
Adult,24,53
Adult,40,170
Adult,60,172
Adult,101,254
Adult,56,155
Adult,48,171
Adult,58,176
Adult,54,112
Adult,40,134
Adult,58,161
Adult,83,218
Adult,180,345
Adult,42,94
Adult,143,306
Adult,97,325
Adult,28,70
Adult,69,184
Adult,113,325
Adult,187,329
Adult,133,314
Adult,45,160
Adult,37,104
Adult,100,194
Adult,47,139
Adult,34,114
Adult,98,252
Adult,37,151
Adult,69,216
Adult,27,78
Adult,60,162
Adult,62,158
Adult,54,183
Adult,82,299
Adult,29,97
Adult,36,125
Adult,33,129
Adult,27,95
Adult,127,354
Adult,55,183
Adult,27,77
Adult,104,264
Adult,51,162
Adult,54,111
Adult,42,140
Adult,117,232
Adult,87,237
Adult,56,185
Adult,38,96
Adult,43,104
Adult,97,265
Adult,24,76
Adult,27,79
Adult,60,117
Adult,33,108
Adult,153,324
Adult,36,87
Adult,60,221
Adult,85,207
Adult,70,194
Adult,146,344
Adult,59,169
Adult,41,125
Adult,65,194
Adult,54,155
Adult,107,330
Adult,30,70
Adult,43,105
Adult,37,122
Adult,46,101
Adult,29,105
Adult,75,164
Adult,159,413
Adult,46,128
Adult,45,108
Adult,100,209
Adult,34,91
Adult,26,76
Adult,33,119
Adult,37,103
Adult,53,161
Adult,34,96
Adult,36,86
Adult,66,236
Adult,46,125
Adult,52,152
Adult,79,189
Adult,43,124
Adult,26,68
Adult,43,115
Adult,87,218
Adult,55,153
Adult,105,194
Adult,54,190
Adult,66,158
Adult,35,98
Adult,40,121
Adult,42,127
Adult,37,103
Adult,39,133
Adult,30,114
Adult,40,125
Adult,64,177
Adult,27,80
Adult,45,116
Adult,63,143
Adult,44,128
Adult,24,68
Adult,90,242
Adult,47,141
Adult,64,159
Adult,26,65
Adult,49,133
Adult,72,162
Adult,90,229
Adult,59,146
Adult,36,106
Adult,145,406
Adult,94,231
Adult,138,389
Adult,25,71
Adult,58,158
Adult,82,251
Adult,45,110
Adult,34,110
Adult,148,361
Adult,160,386
Adult,40,109
Adult,83,187
Adult,27,76
Adult,34,101
Adult,52,138
Adult,35,91
Adult,27,75
Adult,50,152
Adult,124,350
Adult,41,107
Adult,34,99
Adult,47,148
Adult,27,69
Adult,81,234
Adult,46,116
Adult,76,286
Adult,48,127
Adult,35,94
Adult,44,123
Adult,166,482
Adult,33,85
Adult,60,205
Adult,34,81
Adult,27,69
Adult,33,94
Adult,75,218
Adult,111,244
Adult,66,170
Adult,83,266
Adult,77,257
Adult,39,94
Adult,70,132
Adult,47,99
Adult,78,301
Adult,79,266
Adult,51,197
Adult,24,78
Adult,36,106
Adult,57,150
Adult,49,159
Adult,50,153
Adult,63,213
Adult,32,107
Adult,34,84
Adult,70,204
Adult,62,135
Adult,54,163
Adult,39,92
Adult,85,223
Adult,39,110
Adult,37,81
Adult,111,359
Adult,117,207
Adult,66,191
Adult,34,134
Adult,60,191
Adult,33,78
Adult,55,163
Adult,36,108
Adult,36,103
Adult,80,240
Adult,42,138
Adult,50,138
Adult,54,129
Adult,34,137
Adult,195,363
Adult,44,151
Adult,159,372
Adult,98,285
Adult,171,494
Adult,68,169
Adult,42,110
Adult,120,300
Adult,80,164
Adult,117,370
Adult,51,155
Adult,68,236
Adult,61,176
Adult,51,96
Adult,40,135
Adult,68,234
Adult,64,177
Adult,75,191
Adult,126,282
Adult,23,66
Adult,120,360
Adult,226,509
Adult,48,130
Adult,51,122
Adult,37,111
Adult,54,206
Adult,78,255
Adult,95,289
Adult,40,154
Adult,44,121
Adult,87,293
Adult,44,107
Adult,41,127
Adult,36,122
Adult,66,125
Adult,128,276
Adult,57,125
Adult,83,250
Adult,89,276
Adult,52,123
Adult,40,135
Adult,43,125
Adult,38,149
Adult,87,254
Adult,39,133
Adult,48,122
Adult,88,217
Adult,49,109
Adult,93,220
Adult,95,203
Adult,40,154
Adult,85,246
Adult,55,183
Adult,51,167
Adult,70,152
Adult,76,201
Adult,112,256
Adult,43,134
Adult,124,276
Adult,57,120
Adult,81,284
Adult,113,423
Adult,79,167
Adult,68,217
Adult,38,145
Adult,48,108
Adult,26,67
Adult,41,113
Adult,97,256
Adult,40,118
Adult,41,166
Adult,37,101
Adult,78,221
Adult,75,273
Adult,128,321
Adult,25,84
Adult,28,62
Adult,34,96
Adult,37,124
Adult,20,54
Adult,147,372
Adult,17,59
Adult,91,132
Adult,84,238
Adult,56,150
Adult,26,100
Adult,45,136
Adult,63,236
